arrived_date,arrived_time,responsible_dept,supplier_of_the_container,direct_container_to_warehouse_date,direct_container_to_warehouse_time,container_arrived_to_warehouse_date,container_arrived_to_warehouse_time,status_direct_container_to_warehouse,loading_bay_in_date_warehouse,loading_bay_in_time_warehouse,status_loading_bay,reason_for_warehouse_waitting,finished_goods_loading_date,finished_goods_loading_time,finished_goods_complete_date,finished_goods_complete_time,status_finished_goods_loading,reasons_for_finsihed_goods_loading_delay,documentation_process_date,documentation_process_time,status_documentation_process,departure_from_plant_date,departure_from_plant_time,reason_for_document_clearing_delays,shipment_unloading_date,shipment_unloading_time,reason_for_unloading_delays,total_Shipment_duration,total_duration_whole_process
5/3/2020,13.35,Industrial,LANKA FEIGHTERS,5/3/2020,13.4,5/3/2020,13.5,Yes,5/3/2020,14,Yes,Finish Goods in IR WH,5/3/2020,15,5/3/2020,12,No,Finish Goods in IR WH,5/3/2020,14,No,5/3/2020,14.12,port opn. Delay,11/3/2020,16.11,Vessel FCL opening delays,6,
5/3/2020,10,Medical,LANKA FEIGHTERS,5/3/2020,10,5/3/2020,10.1,Yes,5/3/2020,10.3,Yes,Finish Goods in IR WH,5/3/2020,10.3,5/3/2020,14.3,Yes,Finish Goods in IR WH,5/3/2020,18,No,7/3/2020,19.46,port on delay,8/3/2020,22.17,Vessel FCL opening delays,3,
5/3/2020,10.15,Medical,LANKA FEIGHTERS,5/3/2020,10.3,5/3/2020,10.3,Yes,5/3/2020,10.3,Yes,Damage Carton,5/3/2020,10.15,5/3/2020,13.3,Yes,Finish Goods in IR WH,5/3/2020,12,No,6/3/2020,12.26,Pick slip issue,7/3/2020,19.38,Vessel issue,2,
5/3/2020,10.4,Medical,LANKA FEIGHTERS,5/3/2020,10.45,5/3/2020,11,Yes,5/3/2020,10.5,Yes,Finish Goods in IR WH,5/3/2020,11,5/3/2020,11.3,Yes,Lunch Break,5/3/2020,13.4,No,5/3/2020,14.57,port opn. Delay,13-03-20,20.1,Vessel FCL opening delays,8,
5/3/2020,13.1,Industrial,LANKA FEIGHTERS,5/3/2020,13.2,5/3/2020,13.3,Yes,5/3/2020,13.3,Yes,Carton Missing at WH,5/3/2020,18.3,5/3/2020,22.3,No,Damage Carton,5/3/2020,6.3,No,5/3/2020,14.18,port opn. Delay,9/3/2020,5.5,Vessel issue,4,
5/3/2020,8.2,Medical,IWS HOLDINGS,5/3/2020,8.4,5/3/2020,10,Yes,5/3/2020,15.15,No,Early Arrival,5/3/2020,10.45,5/3/2020,9.15,No,Irradiation Pending,5/3/2020,18.3,No,5/3/2020,19.51,cargo ready delay,7/3/2020,13.07,Vessel issue,2,
5/3/2020,10.48,Medical,LANKA FEIGHTERS,5/3/2020,10.5,5/3/2020,10.5,Yes,5/3/2020,11.05,Yes,Early Arrival,5/3/2020,14.45,5/3/2020,10.15,No,Carton Missing at WH,5/3/2020,19.3,No,5/3/2020,20.19,Load qty and cusdec Issues,10/3/2020,22.26,Vessel FCL opening delays,5,
5/3/2020,10.45,Industrial,LANKA FEIGHTERS,5/3/2020,10.45,5/3/2020,10.5,Yes,5/3/2020,15,No,Container Arrivals / Position Delay,5/3/2020,15,5/3/2020,18.3,Yes,Lunch Break,5/3/2020,19.3,No,5/3/2020,19.51,port opn delay,9/3/2020,2.53,Vessel issue,4,
5/3/2020,9.4,Medical,LANKA FEIGHTERS,5/3/2020,9.45,5/3/2020,10,Yes,5/3/2020,10.5,Yes,Carton Missing at WH,5/3/2020,11,5/3/2020,11.3,Yes,Lunch Break,5/3/2020,14,No,7/3/2020,14.57,port opn. Delay,11/3/2020,20.1,Vessel FCL opening delays,6,
5/3/2020,13.14,Medical,LANKA FEIGHTERS,5/3/2020,13.2,5/3/2020,13.3,Yes,5/3/2020,13.3,Yes,Early Arrival,5/3/2020,18.3,5/3/2020,22.3,No,Irradiation Pending,5/3/2020,17,No,5/3/2020,14.18,EARLY BOOKING,7/3/2020,5.5,Vessel FCL opening delays,2,
5/3/2020,12.1,Medical,LANKA FEIGHTERS,5/3/2020,12.2,5/3/2020,12.3,Yes,5/3/2020,12.3,Yes,Early Arrival,5/3/2020,17.3,6/3/2020,21.3,No,Finish Goods in IR WH,6/3/2020,8.3,Yes,6/3/2020,13.18,Pick slip issue,11/3/2020,6.45,Vessel issue,9,
5/3/2020,10,Medical,LANKA FEIGHTERS,5/3/2020,10.1,5/3/2020,10.15,Yes,5/3/2020,10.3,Yes,Damage Carton,5/3/2020,10.45,5/3/2020,14,Yes,Finish Goods in IR WH,8/3/2020,17,No,8/3/2020,17.15,Load qty and cusdec Issues,8/3/2020,19.21,Vessel FCL opening delays,3,
5/3/2020,10.4,Medical,IWS HOLDINGS,5/3/2020,10.5,5/3/2020,10.5,Yes,5/3/2020,11.3,Yes,Early Arrival,5/3/2020,12.3,5/3/2020,15,Yes,Finish Goods in IR WH,7/3/2020,17.3,No,7/3/2020,17.41,Load qty and cusdec Issues,7/3/2020,19.1,Vessel issue,2,
5/3/2020,12.4,Industrial,IWS HOLDINGS,5/3/2020,12.45,5/3/2020,12.45,Yes,5/3/2020,11.27,No,Early Arrival,5/3/2020,11.3,5/3/2020,12.45,Yes,Shipment arenge delay,5/3/2020,18,No,5/3/2020,18.22,port opn delay,12/3/2020,20.26,Vessel FCL opening delays,7,
5/3/2020,9.23,Industrial,LANKA FEIGHTERS,5/3/2020,9.35,5/3/2020,10,Yes,5/3/2020,10.25,Yes,Carton Missing at WH,5/3/2020,11,5/3/2020,16,No,Early Arrival,5/3/2020,15.4,No,6/3/2020,15.37,port opn delay,9/3/2020,6.4,Vessel issue,4,
6/3/2020,13.14,Industrial,LANKA FEIGHTERS,6/3/2020,13.2,6/3/2020,13.3,Yes,6/3/2020,13.3,Yes,Early Arrival,6/3/2020,18.3,6/3/2020,22.3,No,Irradiation Pending,6/3/2020,17,No,6/3/2020,14.18,EARLY BOOKING,7/3/2020,5.5,Vessel FCL opening delays,1,
6/3/2020,12.1,Medical,LANKA FEIGHTERS,6/3/2020,12.2,6/3/2020,12.3,Yes,6/3/2020,12.3,Yes,Early Arrival,6/3/2020,17.3,6/3/2020,21.3,No,Finish Goods in IR WH,6/3/2020,8.3,Yes,6/3/2020,13.18,Pick slip issue,11/3/2020,6.45,Vessel issue,8,
6/3/2020,10,Medical,LANKA FEIGHTERS,6/3/2020,10.1,6/3/2020,10.15,Yes,6/3/2020,10.3,Yes,Damage Carton,6/3/2020,10.45,6/3/2020,14,Yes,Finish Goods in IR WH,8/3/2020,17,No,8/3/2020,17.15,Load qty and cusdec Issues,8/3/2020,19.21,Vessel FCL opening delays,2,
6/3/2020,10.4,Industrial,IWS HOLDINGS,6/3/2020,10.5,6/3/2020,10.5,Yes,6/3/2020,11.3,Yes,Early Arrival,6/3/2020,12.3,6/3/2020,15,Yes,Finish Goods in IR WH,7/3/2020,17.3,No,7/3/2020,17.41,Load qty and cusdec Issues,18-03-20,19.1,Vessel FCL opening delays,12,82.08
6/3/2020,12.4,Medical,IWS HOLDINGS,6/3/2020,12.45,6/3/2020,12.45,Yes,6/3/2020,11.27,No,Early Arrival,6/3/2020,11.3,6/3/2020,12.45,Yes,Shipment arenge delay,6/3/2020,18,No,6/3/2020,18.22,Order Number Variance,12/3/2020,20.26,Vessel FCL opening delays,6,107.75
6/3/2020,9.23,Industrial,LANKA FEIGHTERS,6/3/2020,9.35,6/3/2020,10,Yes,6/3/2020,10.25,Yes,Carton Missing at WH,6/3/2020,11,6/3/2020,16,No,Early Arrival,6/3/2020,15.4,No,6/3/2020,15.37,port opn delay,9/3/2020,6.4,Vessel issue,3,107.75
6/3/2020,9.55,Medical,LANKA FEIGHTERS,6/3/2020,10.1,6/3/2020,10.1,Yes,6/3/2020,10.2,Yes,Finish Goods in IR WH,6/3/2020,15.3,6/3/2020,17.3,No,Early Arrival,8/3/2020,16,No,8/3/2020,16.19,Pick slip issue,8/3/2020,17.44,Vessel issue,2,
6/3/2020,9.3,Medical,LANKA FEIGHTERS,6/3/2020,9.45,6/3/2020,9.45,Yes,6/3/2020,10,Yes,Finish Goods in IR WH,6/3/2020,11,6/3/2020,15,No,Shipment arenge delay,9/3/2020,18,No,9/3/2020,18.2,Load qty and cusdec Issues,9/3/2020,18,Vessel issue,3,
6/3/2020,11.1,Medical,LANKA FEIGHTERS,6/3/2020,12.26,6/3/2020,12.3,Yes,6/3/2020,12.3,Yes,Early Arrival,6/3/2020,17.3,6/3/2020,21.3,No,Early Arrival,6/3/2020,18,No,6/3/2020,11.1,cargo delays,11/3/2020,5.55,Vessel FCL opening delays,5,
6/3/2020,15,Industrial,LANKA FEIGHTERS,6/3/2020,15.15,6/3/2020,15.2,Yes,6/3/2020,15.3,Yes,Early Arrival,6/3/2020,7.3,6/3/2020,11.3,No,Early Arrival,6/3/2020,14,No,6/3/2020,14.37,cargo ready delay,10/3/2020,16.05,Vessel FCL opening delays,4,
6/3/2020,14.09,Medical,LANKA FEIGHTERS,6/3/2020,14.16,6/3/2020,14.2,Yes,6/3/2020,15,Yes,Finish Goods in IR WH,6/3/2020,10.3,6/3/2020,12.3,No,Early Arrival,6/3/2020,12.5,No,6/3/2020,13.12,EARLY BOOKING,10/3/2020,20.4,Vessel issue,4,
6/3/2020,13.35,Industrial,IWS HOLDINGS,6/3/2020,13.4,6/3/2020,13.5,Yes,6/3/2020,14,Yes,Finish Goods in IR WH,6/3/2020,15,6/3/2020,12,No,Finish Goods in IR WH,6/3/2020,14,No,6/3/2020,14.12,port opn. Delay,11/3/2020,16.11,Vessel FCL opening delays,5,
6/3/2020,10,Industrial,LANKA FEIGHTERS,6/3/2020,10,6/3/2020,10.1,Yes,6/3/2020,10.3,Yes,Finish Goods in IR WH,6/3/2020,10.3,6/3/2020,14.3,Yes,Finish Goods in IR WH,6/3/2020,18,No,7/3/2020,19.46,Order Number Variance,8/3/2020,22.17,Vessel FCL opening delays,2,
6/3/2020,10.15,Industrial,LANKA FEIGHTERS,6/3/2020,10.3,6/3/2020,10.3,Yes,6/3/2020,10.3,Yes,Damage Carton,6/3/2020,10.15,6/3/2020,13.3,Yes,Finish Goods in IR WH,6/3/2020,12,No,6/3/2020,12.26,Pick slip issue,13-03-20,19.38,Vessel issue,7,
6/3/2020,10.4,Medical,LANKA FEIGHTERS,6/3/2020,10.45,6/3/2020,11,Yes,6/3/2020,11,Yes,Finish Goods in IR WH,6/3/2020,11,6/3/2020,11.3,Yes,Lunch Break,6/3/2020,13.4,No,6/3/2020,14.57,port opn. Delay,13-03-20,20.1,Vessel FCL opening delays,7,
6/3/2020,13.1,Medical,LANKA FEIGHTERS,6/3/2020,13.2,6/3/2020,13.3,Yes,6/3/2020,13.3,Yes,Carton Missing at WH,6/3/2020,18.3,6/3/2020,22.3,No,Damage Carton,6/3/2020,6.3,No,6/3/2020,14.18,port opn. Delay,9/3/2020,5.5,Vessel FCL opening delays,3,
6/3/2020,8.2,Medical,IWS HOLDINGS,6/3/2020,8.4,6/3/2020,10,Yes,6/3/2020,15.15,No,Early Arrival,6/3/2020,10.45,6/3/2020,9.15,No,Irradiation Pending,6/3/2020,18.3,No,6/3/2020,19.51,cargo ready delay,15-03-20,13.07,Vessel issue,9,
6/3/2020,10.48,Medical,LANKA FEIGHTERS,6/3/2020,10.5,6/3/2020,10.5,Yes,6/3/2020,11.05,Yes,Early Arrival,6/3/2020,14.45,6/3/2020,10.15,No,Carton Missing at WH,6/3/2020,19.3,No,6/3/2020,20.19,Load qty and cusdec Issues,10/3/2020,22.26,Vessel issue,4,
6/3/2020,10.45,Medical,LANKA FEIGHTERS,6/3/2020,10.45,6/3/2020,10.5,Yes,6/3/2020,15,No,Container Arrivals / Position Delay,6/3/2020,15,6/3/2020,18.3,Yes,Lunch Break,6/3/2020,19.3,No,6/3/2020,19.51,port opn delay,15-03-20,2.53,Vessel issue,9,
6/3/2020,9.4,Medical,LANKA FEIGHTERS,6/3/2020,9.45,6/3/2020,10,Yes,6/3/2020,10.5,Yes,Carton Missing at WH,6/3/2020,11,6/3/2020,11.3,Yes,Lunch Break,6/3/2020,14,No,7/3/2020,14.57,port opn. Delay,11/3/2020,20.1,Vessel FCL opening delays,5,
7/3/2020,9.45,Medical,IWS HOLDINGS,7/3/2020,9.45,7/3/2020,9.55,Yes,7/3/2020,10,Yes,Early Arrival,7/3/2020,17,8/3/2020,11.3,No,Finish Goods in IR WH,8/3/2020,17,Yes,8/3/2020,17.48,EARLY BOOKING,8/3/2020,19.46,Vessel issue,1,34.01
7/3/2020,10.35,Industrial,IWS HOLDINGS,7/3/2020,10.4,7/3/2020,10.45,Yes,7/3/2020,10.45,Yes,Early Arrival,7/3/2020,11,7/3/2020,18,No,ATL Shipment delay,10/3/2020,17.3,No,10/3/2020,17.54,Load qty and cusdec Issues,10/3/2020,20.43,Vessel FCL opening delays,2,82.08
7/3/2020,10.25,Industrial,LANKA FEIGHTERS,7/3/2020,10.3,7/3/2020,10.4,Yes,7/3/2020,10.45,Yes,Early Arrival,7/3/2020,15,9/3/2020,12.3,No,Carton Missing at WH,11/3/2020,17.3,No,11/3/2020,17.55,Load qty and cusdec Issues,11/3/2020,22,Vessel FCL opening delays,3,107.75
7/3/2020,10.25,Medical,LANKA FEIGHTERS,7/3/2020,10.3,7/3/2020,10.4,Yes,7/3/2020,10.45,Yes,Early Arrival,7/3/2020,15,9/3/2020,12.3,No,Carton Missing at WH,11/3/2020,17.3,No,11/3/2020,17.55,EARLY BOOKING,16-03-20,22,Vessel issue,9,107.75
7/3/2020,10.55,Medical,LANKA FEIGHTERS,7/3/2020,10.55,7/3/2020,11,Yes,7/3/2020,11.15,Yes,Early Arrival,7/3/2020,10.45,8/3/2020,15.3,No,"Damage Carton
Irradiation Pending",9/3/2020,17,No,9/3/2020,17.21,Load qty and cusdec Issues,10/3/2020,7.18,Vessel issue,3,68.63
7/3/2020,9.23,Industrial,LANKA FEIGHTERS,7/3/2020,9.35,7/3/2020,10,Yes,7/3/2020,10.25,Yes,Carton Missing at WH,7/3/2020,11,7/3/2020,16,No,Early Arrival,7/3/2020,15.4,No,7/3/2020,15.37,port opn delay,9/3/2020,6.4,Vessel FCL opening delays,2,
7/3/2020,9.55,Industrial,LANKA FEIGHTERS,7/3/2020,10.1,7/3/2020,10.1,Yes,7/3/2020,10.2,Yes,Finish Goods in IR WH,7/3/2020,15.3,7/3/2020,17.3,No,Early Arrival,8/3/2020,16,No,8/3/2020,16.19,Pick slip issue,10/3/2020,17.44,Vessel FCL opening delays,3,
7/3/2020,9.3,Medical,LANKA FEIGHTERS,7/3/2020,9.45,7/3/2020,9.45,Yes,7/3/2020,10,Yes,Finish Goods in IR WH,7/3/2020,11,7/3/2020,15,No,Shipment arenge delay,9/3/2020,18,No,9/3/2020,18.2,Load qty and cusdec Issues,11/3/2020,18,Vessel issue,4,
7/3/2020,11.1,Medical,LANKA FEIGHTERS,7/3/2020,12.26,7/3/2020,12.3,Yes,7/3/2020,12.3,Yes,Early Arrival,7/3/2020,17.3,7/3/2020,21.3,No,Early Arrival,7/3/2020,18,No,7/3/2020,11.1,cargo delays,11/3/2020,5.55,Vessel issue,4,
7/3/2020,15,Medical,LANKA FEIGHTERS,7/3/2020,15.15,7/3/2020,15.2,Yes,7/3/2020,15.3,Yes,Early Arrival,7/3/2020,7.3,7/3/2020,11.3,No,Early Arrival,7/3/2020,14,No,7/3/2020,14.37,cargo ready delay,10/3/2020,16.05,Vessel FCL opening delays,3,
7/3/2020,14.09,Industrial,LANKA FEIGHTERS,7/3/2020,14.16,7/3/2020,14.2,Yes,7/3/2020,15,Yes,Finish Goods in IR WH,7/3/2020,10.3,7/3/2020,12.3,No,Early Arrival,7/3/2020,12.5,No,7/3/2020,13.12,EARLY BOOKING,10/3/2020,20.4,Vessel issue,3,
7/3/2020,13.35,Industrial,LANKA FEIGHTERS,7/3/2020,13.4,7/3/2020,13.5,Yes,7/3/2020,14,Yes,Finish Goods in IR WH,7/3/2020,15,7/3/2020,12,No,Finish Goods in IR WH,7/3/2020,14,No,7/3/2020,14.12,port opn. Delay,11/3/2020,16.11,Vessel FCL opening delays,4,
7/3/2020,10,Medical,LANKA FEIGHTERS,7/3/2020,10,7/3/2020,10.1,Yes,7/3/2020,10.3,Yes,Finish Goods in IR WH,7/3/2020,10.3,7/3/2020,14.3,Yes,Finish Goods in IR WH,7/3/2020,18,No,7/3/2020,19.46,port on delay,16-03-20,22.17,Vessel FCL opening delays,9,
7/3/2020,10.15,Industrial,LANKA FEIGHTERS,7/3/2020,10.3,7/3/2020,10.3,Yes,7/3/2020,10.3,Yes,Damage Carton,7/3/2020,10.15,7/3/2020,13.3,Yes,Finish Goods in IR WH,7/3/2020,12,No,7/3/2020,12.26,Pick slip issue,15-03-20,19.38,Vessel issue,8,
7/3/2020,10.4,Medical,LANKA FEIGHTERS,7/3/2020,10.45,7/3/2020,11,Yes,7/3/2020,11,Yes,Finish Goods in IR WH,7/3/2020,11,7/3/2020,11.3,Yes,Lunch Break,7/3/2020,13.4,No,7/3/2020,14.57,port opn. Delay,15-03-20,20.1,Vessel FCL opening delays,8,
7/3/2020,13.1,Medical,LANKA FEIGHTERS,7/3/2020,13.2,7/3/2020,13.3,Yes,7/3/2020,13.3,Yes,Carton Missing at WH,7/3/2020,18.3,7/3/2020,22.3,No,Damage Carton,7/3/2020,6.3,No,7/3/2020,14.18,Order Number Variance,15-03-20,5.5,Vessel FCL opening delays,8,
7/3/2020,8.2,Industrial,IWS HOLDINGS,7/3/2020,8.4,7/3/2020,10,Yes,7/3/2020,15.15,No,Early Arrival,7/3/2020,10.45,7/3/2020,9.15,No,Irradiation Pending,7/3/2020,18.3,No,7/3/2020,19.51,cargo ready delay,15-03-20,13.07,Vessel issue,8,
7/3/2020,10.48,Industrial,LANKA FEIGHTERS,7/3/2020,10.5,7/3/2020,10.5,Yes,7/3/2020,11.05,Yes,Early Arrival,7/3/2020,14.45,7/3/2020,10.15,No,Carton Missing at WH,7/3/2020,19.3,No,7/3/2020,20.19,Load qty and cusdec Issues,16-03-20,22.26,Vessel issue,9,
7/3/2020,10.45,Industrial,LANKA FEIGHTERS,7/3/2020,10.45,7/3/2020,10.5,Yes,7/3/2020,15,No,Container Arrivals / Position Delay,7/3/2020,15,7/3/2020,18.3,Yes,Lunch Break,7/3/2020,19.3,No,7/3/2020,19.51,port opn delay,15-03-20,2.53,Vessel FCL opening delays,8,
7/3/2020,9.4,Medical,IWS HOLDINGS,7/3/2020,9.45,7/3/2020,10,Yes,7/3/2020,10.5,Yes,Carton Missing at WH,7/3/2020,11,7/3/2020,11.3,Yes,Lunch Break,7/3/2020,14,No,7/3/2020,14.57,port opn. Delay,11/3/2020,20.1,Vessel issue,4,
8/3/2020,9.1,Medical,IWS HOLDINGS,8/3/2020,9.15,8/3/2020,9.3,Yes,8/3/2020,9.45,Yes,Early Arrival,8/3/2020,10.3,8/3/2020,13.3,Yes,Early Arrival,10/3/2020,17,No,15-03-20,17.21,port opn delay,16-03-20,20.38,Vessel issue,8,
8/3/2020,10.05,Medical,LANKA FEIGHTERS,8/3/2020,10.1,8/3/2020,10.15,Yes,8/3/2020,10.25,Yes,Early Arrival,8/3/2020,15,8/3/2020,16.3,No,Early Arrival,11/3/2020,18,No,11/3/2020,11.13,port opn delay,11/3/2020,20.3,Vessel FCL opening delays,6,
8/3/2020,10.15,Medical,LANKA FEIGHTERS,8/3/2020,10.2,8/3/2020,10.25,Yes,8/3/2020,12.3,No,Early Arrival,8/3/2020,17,8/3/2020,20.3,No,Shipment Loading Plan Pending,9/3/2020,17,No,13-03-20,17.13,port opn delay,15-03-20,20.41,Vessel issue,7,
8/3/2020,10.25,Medical,LANKA FEIGHTERS,8/3/2020,10.3,8/3/2020,10.4,Yes,8/3/2020,10.45,Yes,Early Arrival,8/3/2020,15,9/3/2020,12.3,No,Carton Missing at WH,11/3/2020,17.3,No,11/3/2020,17.55,Load qty and cusdec Issues,16-03-20,22,Vessel issue,8,82.08
8/3/2020,10.55,Industrial,LANKA FEIGHTERS,8/3/2020,10.55,8/3/2020,11,Yes,8/3/2020,11.15,Yes,Early Arrival,8/3/2020,10.45,8/3/2020,15.3,No,"Damage Carton
Irradiation Pending",9/3/2020,17,No,9/3/2020,17.21,Load qty and cusdec Issues,17-03-20,7.18,Vessel issue,9,107.75
8/3/2020,9.23,Industrial,LANKA FEIGHTERS,8/3/2020,9.35,8/3/2020,10,Yes,8/3/2020,10.25,Yes,Carton Missing at WH,8/3/2020,11,8/3/2020,16,No,Early Arrival,8/3/2020,15.4,No,10/3/2020,15.37,port opn delay,16-03-20,6.4,Vessel FCL opening delays,8,107.75
8/3/2020,9.55,Medical,LANKA FEIGHTERS,8/3/2020,10.1,8/3/2020,10.1,Yes,8/3/2020,10.2,Yes,Finish Goods in IR WH,8/3/2020,15.3,8/3/2020,17.3,No,Early Arrival,8/3/2020,16,No,11/3/2020,16.19,Pick slip issue,17-03-20,17.44,Vessel issue,9,
8/3/2020,9.3,Industrial,LANKA FEIGHTERS,8/3/2020,9.45,8/3/2020,9.45,Yes,8/3/2020,10,Yes,Finish Goods in IR WH,8/3/2020,11,8/3/2020,15,No,Shipment arenge delay,9/3/2020,18,No,12/3/2020,18.2,Load qty and cusdec Issues,18-03-20,18,Vessel issue,10,
8/3/2020,11.1,Industrial,LANKA FEIGHTERS,8/3/2020,12.26,8/3/2020,12.3,Yes,8/3/2020,12.3,Yes,Early Arrival,8/3/2020,17.3,8/3/2020,21.3,No,Early Arrival,8/3/2020,18,No,13-03-20,11.1,cargo delays,13-03-20,5.55,Vessel FCL opening delays,5,
8/3/2020,15,Industrial,LANKA FEIGHTERS,8/3/2020,15.15,8/3/2020,15.2,Yes,8/3/2020,15.3,Yes,Early Arrival,8/3/2020,7.3,8/3/2020,11.3,No,Early Arrival,8/3/2020,14,No,8/3/2020,14.37,cargo ready delay,10/3/2020,16.05,Vessel FCL opening delays,2,
8/3/2020,14.09,Industrial,LANKA FEIGHTERS,8/3/2020,14.16,8/3/2020,14.2,Yes,8/3/2020,15,Yes,Finish Goods in IR WH,8/3/2020,10.3,8/3/2020,12.3,No,Early Arrival,8/3/2020,12.5,No,8/3/2020,13.12,EARLY BOOKING,10/3/2020,20.4,Vessel issue,2,
8/3/2020,13.35,Industrial,LANKA FEIGHTERS,8/3/2020,13.4,8/3/2020,13.5,Yes,8/3/2020,14,Yes,Finish Goods in IR WH,8/3/2020,15,8/3/2020,12,No,Finish Goods in IR WH,8/3/2020,14,No,8/3/2020,14.12,port opn. Delay,11/3/2020,16.11,Vessel FCL opening delays,3,
8/3/2020,10,Industrial,LANKA FEIGHTERS,8/3/2020,10,8/3/2020,10.1,Yes,8/3/2020,10.3,Yes,Finish Goods in IR WH,8/3/2020,10.3,8/3/2020,14.3,Yes,Finish Goods in IR WH,8/3/2020,18,No,8/3/2020,19.46,port on delay,16-03-20,22.17,Vessel FCL opening delays,8,
8/3/2020,10.15,Medical,IWS HOLDINGS,8/3/2020,10.3,8/3/2020,10.3,Yes,8/3/2020,10.3,Yes,Damage Carton,8/3/2020,10.15,8/3/2020,13.3,Yes,Finish Goods in IR WH,8/3/2020,12,No,8/3/2020,12.26,Load qty and cusdec Issues,15-03-20,19.38,Vessel issue,7,
8/3/2020,10.4,Medical,LANKA FEIGHTERS,8/3/2020,10.45,8/3/2020,11,Yes,8/3/2020,11,Yes,Finish Goods in IR WH,8/3/2020,11,8/3/2020,11.3,Yes,Lunch Break,8/3/2020,13.4,No,8/3/2020,14.57,port opn. Delay,15-03-20,20.1,Vessel FCL opening delays,7,
8/3/2020,13.1,Medical,IWS HOLDINGS,8/3/2020,13.2,8/3/2020,13.3,Yes,8/3/2020,13.3,Yes,Carton Missing at WH,8/3/2020,18.3,8/3/2020,22.3,No,Damage Carton,8/3/2020,6.3,No,8/3/2020,14.18,Order Number Variance,15-03-20,5.5,Vessel issue,7,
8/3/2020,8.2,Medical,IWS HOLDINGS,8/3/2020,8.4,8/3/2020,10,Yes,8/3/2020,15.15,No,Early Arrival,8/3/2020,10.45,8/3/2020,9.15,No,Irradiation Pending,8/3/2020,18.3,No,8/3/2020,19.51,cargo ready delay,15-03-20,13.07,Vessel issue,7,
8/3/2020,10.48,Medical,LANKA FEIGHTERS,8/3/2020,10.5,8/3/2020,10.5,Yes,8/3/2020,11.05,Yes,Early Arrival,8/3/2020,14.45,8/3/2020,10.15,No,Carton Missing at WH,8/3/2020,19.3,No,8/3/2020,20.19,Load qty and cusdec Issues,16-03-20,22.26,Vessel issue,8,
8/3/2020,10.45,Industrial,LANKA FEIGHTERS,8/3/2020,10.45,8/3/2020,10.5,Yes,8/3/2020,15,No,Container Arrivals / Position Delay,8/3/2020,15,8/3/2020,18.3,Yes,Lunch Break,8/3/2020,19.3,No,8/3/2020,19.51,port opn delay,15-03-20,2.53,Vessel FCL opening delays,7,
8/3/2020,9.4,Medical,LANKA FEIGHTERS,8/3/2020,9.45,8/3/2020,10,Yes,8/3/2020,10.5,Yes,Carton Missing at WH,8/3/2020,11,8/3/2020,11.3,Yes,Lunch Break,8/3/2020,14,No,8/3/2020,14.57,port opn. Delay,11/3/2020,20.1,Vessel FCL opening delays,3,
9/3/2020,9.3,Medical,IWS HOLDINGS,9/3/2020,9.3,9/3/2020,9.45,Yes,9/3/2020,10,Yes,,9/3/2020,10.15,9/3/2020,14,Yes,,14-09-20,18,No,14-09-20,12.07,port opn delay,14-09-20,20.47,Vessel FCL opening delays,5,131.17
9/3/2020,10.45,Medical,LANKA FEIGHTERS,9/3/2020,10.45,9/3/2020,11,Yes,9/3/2020,11.3,Yes,,9/3/2020,15,9/3/2020,17.45,No,Early Arrival,11/3/2020,17.3,No,11/3/2020,17.43,Load qty and cusdec Issues,11/3/2020,21.45,Vessel issue,2,59
9/3/2020,10.35,Industrial,LANKA FEIGHTERS,9/3/2020,10.35,9/3/2020,10.4,Yes,9/3/2020,10.5,Yes,,9/3/2020,11,9/3/2020,15,No,Shipment arenge delay,17-09-20,17.45,No,17-09-20,17.4,vessel booking delay,17-09-20,20.47,Vessel issue,8,202.12
9/3/2020,9.5,Industrial,LANKA FEIGHTERS,9/3/2020,9.55,9/3/2020,10,Yes,9/3/2020,10,Yes,Early Arrival,9/3/2020,16,10/3/2020,13,No,Finish Goods in IR WH,11/3/2020,17.3,No,11/3/2020,17.5,Load qty and cusdec Issues,11/3/2020,21.3,Vessel issue,2,59.8
10/3/2020,9.2,Medical,IWS HOLDINGS,10/3/2020,9.25,10/3/2020,9.45,Yes,10/3/2020,10,Yes,Carton Missing at WH,10/3/2020,10.15,11/3/2020,9.45,No,Irradiation Pending,17-03-20,17.45,No,17-03-20,17.45,vessel  omit,18-03-20,6.1,Vessel delays / omitted,8,188.9
10/3/2020,10.1,Medical,LANKA FEIGHTERS,10/3/2020,10.15,10/3/2020,10.3,Yes,10/3/2020,10.45,Yes,Early Arrival,10/3/2020,15,12/3/2020,10.1,No,"FG Picking Delay due to high inventory at WH
Irradiation Pending",11/3/2020,18,No,11/3/2020,16.4,week end,11/3/2020,23.42,Vessel delays / omitted,4,109.32
10/3/2020,11.15,Industrial,IWS HOLDINGS,10/3/2020,11.3,10/3/2020,17,No,10/3/2020,17,No,Early Arrival,11/3/2020,9.45,11/3/2020,11.3,No,Early Arrival,15-03-20,17.3,No,15-03-20,11.2,Load qty and cusdec Issues,15-03-20,21.46,Vessel delays / omitted,5,130.31
10/3/2020,10.3,Industrial,LANKA FEIGHTERS,10/3/2020,10,10/3/2020,10.45,Yes,10/3/2020,10.5,Yes,Container Arrivals / Position Delay,10/3/2020,11,11/3/2020,16,No,Finish Goods in IR WH,15-03-20,17.3,No,15-03-20,17.27,Load qty and cusdec Issues,16-03-20,2.1,Vessel delays / omitted,6,135.8
